WAVELENGTH,FLUX,ERROR
778.451,0.8195,0.4159
778.630,1.4009,0.5871
778.810,1.2523,0.4308
778.989,0.5417,0.5477
779.168,0.5391,0.5353
779.348,0.7851,0.4099
779.527,1.0703,0.3676
779.707,0.9474,0.4458
779.886,0.6714,0.3505
780.066,0.4928,0.3646
780.246,1.2597,0.3976
780.425,1.4706,0.4209
780.605,0.8478,0.3407
780.785,1.0463,0.8440
780.965,1.5708,0.4355
781.144,1.1242,0.4559
781.324,0.7621,0.3546
781.504,0.7795,0.5572
781.684,0.7654,0.3008
781.864,1.0827,0.3762
782.044,0.8607,0.5153
782.224,0.8035,0.4339
782.404,0.8879,0.3171
782.585,1.0396,0.3582
782.765,1.0306,0.5087
782.945,0.6735,0.3822
783.125,0.9333,0.3530
783.306,0.5074,0.5220
783.486,1.0000,1.0000
783.667,1.0000,1.0000
783.847,0.5045,0.3447
784.028,0.7890,0.3652
784.208,1.1276,0.3359
784.389,0.9590,0.3668
784.569,0.8386,0.4040
784.750,0.6857,0.4172
784.931,0.6619,0.3985
785.112,1.1647,0.4405
785.292,1.4806,0.3808
785.473,0.7074,0.2920
785.654,1.8645,0.8423
785.835,1.0000,1.0000
786.016,0.9027,0.3781
786.197,1.2526,0.3772
786.378,0.9725,0.3571
786.559,0.4638,0.3523
786.740,1.0000,1.0000
786.921,0.9899,0.3974
787.103,1.2110,0.6099
787.284,0.5618,0.3408
787.465,0.5541,0.4105
787.646,1.0000,1.0000
787.828,0.6001,0.3875
788.009,1.0000,1.0000
788.191,1.5994,0.5053
788.372,0.5119,0.3991
788.554,0.4339,0.2857
788.735,1.4147,0.4803
788.917,0.8041,0.4794
789.099,1.3177,0.6780
789.280,1.0000,1.0000
789.462,0.7088,0.5013
789.644,0.5966,0.3233
789.826,0.7454,0.3405
790.008,0.3666,0.3301
790.190,0.8961,0.3417
790.372,0.7023,0.3621
790.554,1.2017,0.3904
790.736,1.8867,0.5208
790.918,0.6924,0.3338
791.100,0.7431,0.4601
791.282,0.7076,0.3928
791.464,0.9859,0.4792
791.647,0.7025,0.3752
791.829,0.4916,0.3459
792.011,0.9759,0.5572
792.194,0.6469,0.3174
792.376,0.7859,0.3242
792.558,1.1175,0.8374
792.741,0.7039,0.4734
792.924,0.7193,0.2712
793.106,0.8893,0.2866
793.289,0.7405,0.2788
793.471,1.0808,0.3831
793.654,0.9072,0.5449
793.837,0.5156,0.3209
794.020,1.1800,0.5680
794.203,1.0498,0.5410
794.386,1.0000,1.0000
794.568,1.0673,0.3310
794.751,0.6963,0.3391
794.935,1.0033,0.4791
795.117,0.7127,0.3147
795.301,1.2227,0.3082
795.484,0.4892,0.3416
795.667,0.5366,0.4378
795.850,0.8622,0.4160
796.034,0.6005,0.3707
796.217,0.9416,0.3364
796.400,0.6101,0.2590
796.584,0.5418,0.3658
796.767,0.6801,0.3021
796.951,0.4902,0.3379
797.134,0.9783,0.4486
797.318,0.7518,0.2555
797.501,0.9361,0.3007
797.685,1.0539,0.4351
797.869,1.3269,0.4250
798.052,0.9155,0.4811
798.236,1.0000,1.0000
798.420,0.5184,0.3264
798.604,0.8273,0.5119
798.788,0.7745,0.2889
798.972,1.0521,0.3374
799.156,1.0000,1.0000
799.340,1.0091,0.4482
799.524,0.9264,0.2374
799.708,1.5706,0.5938
799.892,0.8935,0.3174
800.076,0.9943,0.2940
800.260,1.0279,0.3034
800.445,0.7483,0.3028
800.629,1.1963,0.5038
800.813,0.4366,0.2849
800.998,0.9319,0.4787
801.182,0.7130,0.5014
801.367,1.0201,0.5241
801.551,0.8000,0.2740
801.736,0.9597,0.4072
801.921,0.7308,0.3352
802.105,0.7583,0.2710
802.290,0.6678,0.2668
802.475,0.5998,0.4363
802.659,0.5989,0.4763
802.844,0.9933,0.7272
803.029,0.6352,0.4293
803.214,0.4748,0.2674
803.399,0.8476,0.7313
803.584,0.6878,0.3492
803.769,0.8175,0.3429
803.954,0.4206,0.3350
804.139,0.4817,0.4259
804.325,1.0000,1.0000
804.510,0.6862,0.4444
804.695,0.5491,0.2596
804.880,0.6012,0.3006
805.066,0.6271,0.2953
805.251,1.0215,0.3483
805.437,0.8200,0.2686
805.622,1.1168,0.2570
805.807,0.8759,0.4152
805.993,0.9616,0.6251
806.179,0.8934,0.4220
806.364,1.3005,0.4154
806.550,1.6562,0.7740
806.736,0.6006,0.4473
806.922,0.5387,0.2936
807.107,0.6147,0.2809
807.293,1.2544,0.8049
807.479,0.5164,0.2572
807.665,0.5702,0.2487
807.851,0.7903,0.3001
808.037,0.6980,0.3145
808.223,1.2382,0.4122
808.409,0.9628,0.2421
808.596,0.4009,0.3002
808.782,0.2325,0.2957
808.968,0.6176,0.4574
809.154,0.7067,0.4456
809.341,0.6412,0.2816
809.527,0.7666,0.4605
809.713,0.3685,0.2392
809.900,0.7627,0.2911
810.086,0.6606,0.2952
810.273,0.5921,0.4768
810.460,0.4991,0.2819
810.646,0.8418,0.2821
810.833,0.7306,0.2493
811.020,0.8946,0.3216
811.206,0.6183,0.3561
811.393,0.5684,0.2757
811.580,0.7543,0.3698
811.767,0.6078,0.2558
811.954,0.8909,0.2826
812.141,0.7182,0.2704
812.328,1.0114,0.3258
812.515,0.9417,0.4188
812.702,0.6145,0.2570
812.889,1.1373,0.3047
813.076,0.7039,0.2391
813.264,0.9603,0.3175
813.451,1.6087,0.4030
813.638,1.2953,0.5336
813.826,0.4091,0.2143
814.013,0.9615,0.3834
814.201,0.9798,0.2765
814.388,0.7991,0.3039
814.576,1.0635,0.3203
814.763,0.8982,0.3020
814.951,0.6777,0.2415
815.138,1.0448,0.3006
815.326,0.7241,0.2748
815.514,1.2236,0.4621
815.702,0.5349,0.4579
815.889,0.5457,0.3719
816.077,0.7761,0.2253
816.265,0.4376,0.2309
816.453,0.7980,0.2789
816.641,1.0055,0.4948
816.829,0.6437,0.3000
817.018,0.8377,0.2542
817.206,1.1600,0.3302
817.394,0.7487,0.2475
817.582,0.5112,0.2004
817.770,0.5199,0.2023
817.959,0.5242,0.2524
818.147,0.7889,0.2918
818.335,0.6491,0.3200
818.524,0.7067,0.2252
818.712,0.4721,0.2418
818.901,0.5867,0.3557
819.089,0.7503,0.2935
819.278,1.0941,0.8191
819.467,0.6791,0.2500
819.655,1.0255,0.2586
819.844,0.5908,0.2133
820.033,0.6112,0.2623
820.222,0.8025,0.2323
820.411,0.8349,0.2340
820.600,1.2732,0.3818
820.789,0.6028,0.1925
820.978,0.5952,0.1907
821.167,1.0673,0.2574
821.356,0.4839,0.2760
821.545,0.5928,0.2494
821.734,1.2749,0.2724
821.923,0.4101,0.2420
822.113,0.9789,0.1999
822.302,1.1737,0.3625
822.491,0.7881,0.2968
822.681,1.0453,0.3406
822.870,0.7309,0.2029
823.060,1.1021,0.2937
823.249,0.3334,0.2364
823.439,0.5225,0.2319
823.628,0.8189,0.2190
823.818,0.7004,0.2138
824.008,1.4319,0.4011
824.198,0.9111,0.3711
824.387,1.0116,0.3142
824.577,0.5397,0.2306
824.767,0.6304,0.1915
824.957,0.5414,0.2140
825.147,0.5611,0.2240
825.337,0.5412,0.2112
825.527,0.8620,0.2443
825.717,0.4506,0.2034
825.907,0.5527,0.1900
826.098,0.4118,0.2094
826.288,0.6360,0.2534
826.478,0.9753,0.2358
826.668,0.9975,0.2378
826.859,0.5154,0.2046
827.049,0.7270,0.2684
827.240,0.6657,0.1903
827.430,0.6461,0.1930
827.621,0.4257,0.1939
827.811,1.1201,0.2810
828.002,0.5425,0.2334
